comment_id,video_id,author,text,published_at,like_count,reply_count,video_title,channel_title,phone_model,parent_id
UgwN8YZR9hW2wJEHPm94AaABAg,pijEZbZemUM,@sagarchauhan1261,Should I wait for the sale as it comes at 53k for 12/256 gb?,2024-11-10T10:07:12Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugycz7YVx6fTwFOWBU14AaABAg,pijEZbZemUM,@slavenBudimir,"I bought my OnePlus 12 in Flowy Emerald with 512 GB of storage here in Berlin, Germany, in May this year. It's been a while, and I love the phone. The fast charging is impressive, and the screen is amazing. It's an incredible phone, and I switched from the Samsung Galaxy S21 FE, which had 256 GB of storage.",2024-10-31T01:51:13Z,10,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugycz7YVx6fTwFOWBU14AaABAg.AAEpjTBgtLdABCLMWiMNnD,pijEZbZemUM,@2GE4EV,What the battery time and how is the camera?,2024-11-23T23:09:59Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,Ugycz7YVx6fTwFOWBU14AaABAg
UgzpVPP3lI7eP1RNmRB4AaABAg,pijEZbZemUM,@alshoukweddingservice6562,"Plz guys help me which one should I buy 
UK version or international version??",2024-10-20T17:43:32Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzpVPP3lI7eP1RNmRB4AaABAg.A9pCynrbqhNAA0_YlU_8iq,pijEZbZemUM,@borshisme,"UK or global with charger.
Don't buy the global without charger",2024-10-25T13:00:27Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgzpVPP3lI7eP1RNmRB4AaABAg
Ugw6708vwlNYYWcVb-h4AaABAg,pijEZbZemUM,@brunomfduque,"TERRIBLE SUPPORT. Ive got a 5T, make friends buy after the 7T and 7 Pro, i bought a 8 Pro and now after 3 years appear a pink vertical line. The support dont help me, make a discount in shop, no cashback, nothing ! Terrible post-service !!!!",2024-10-14T10:11:24Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxH7w8HLF6fGlVse914AaABAg,pijEZbZemUM,@cjjams7930,"If I could just record guitar through like a daw but for the phone, it would be perfect",2024-10-14T08:38:49Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzatMet8emnZ9RGWup4AaABAg,pijEZbZemUM,@ylc4739,Crazy how google still hasnt adopted the applock feature...one of ny favorite features on the oneplus,2024-10-09T17:17:28Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyIeADlBgYrn4OTkod4AaABAg,pijEZbZemUM,@TheOnlyTaps,🫡👊🏿🔥,2024-10-06T18:38:34Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzTjzeCUJN3oLkV7KZ4AaABAg,pijEZbZemUM,@gray7624,my samsung got bricked by a new update. i dont really trust them anymore based on their response. is this phone worth it? thinking of changing?,2024-10-05T04:23:34Z,1,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzTjzeCUJN3oLkV7KZ4AaABAg.A9C9Va1shUgA9ZnfTGGwjk,pijEZbZemUM,@cjjams7930,"One plus smashes on Samsung. Half the price with smoother UI more android upgrades etc. One plus all the way I've had the 5, the 8t and now the 12......didn't keep any Samsung for more than a cpl months",2024-10-14T08:45:51Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgzTjzeCUJN3oLkV7KZ4AaABAg
Ugysmtl7un_yHGyl0rN4AaABAg,pijEZbZemUM,@danser_theplayer01,His face just seems so tense.,2024-10-04T10:35:58Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyyFpx0rRp3WGVC3VR4AaABAg,pijEZbZemUM,@ScrewIT_IllFiXit,OnePlus 12 disassembly - check it out,2024-09-27T16:04:08Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyWsHMmb1ABtZUVs1V4AaABAg,pijEZbZemUM,@EverythingRandomChannel,I just want to know if this phone still over heats after 5 mins of video recording in 4k. Id also love to know how good the sound quality is when your recording videos in a loud concert / rave setting.,2024-09-26T19:13:49Z,2,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugy6mZkDd12MTDT2PNp4AaABAg,pijEZbZemUM,@stevenbakenhester,"if you’re even slightly concerned about security on your phone, never buy a one plus device.",2024-09-20T03:35:01Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugy6mZkDd12MTDT2PNp4AaABAg.A8aS0szaWAaAAdCZqwTsLY,pijEZbZemUM,@ttube111,"Better to buy iPhone or Samsung or even Google, then use YouTube Facebook Insta etc...who track and sell your data lol",2024-11-09T22:20:30Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,Ugy6mZkDd12MTDT2PNp4AaABAg
UgzVpuCA8aZLHepsdhx4AaABAg,pijEZbZemUM,@uwotgames,yeah to bad the software is shit,2024-09-16T03:53:37Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyYoYyroOMYTgRr88N4AaABAg,pijEZbZemUM,@AtharKhan-dg3im,Lol green line problem 🤣🤣🤣,2024-09-11T16:08:36Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzmxWWllhgQmqbK88F4AaABAg,pijEZbZemUM,@only_your_Sougata,Does it have wireless charging capabilities?,2024-09-03T05:45:15Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzmxWWllhgQmqbK88F4AaABAg.A7uuPr37COAA7znBldu_gK,pijEZbZemUM,@BDGon,"yes it does, goes up to 55w apparently.",2024-09-05T03:18:22Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgzmxWWllhgQmqbK88F4AaABAg
UgyoCr8pxuEPC3Mv9yF4AaABAg,pijEZbZemUM,@only_your_Sougata,OnePlus 12 vs Vivo X100...in terms of camera which one is better?,2024-09-03T05:44:37Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugxiw572uMIcjFFuJGZ4AaABAg,pijEZbZemUM,@brian19711,"This phone is really over hyped, home button rarely works and bettery drains fairly quickly and camera is mid",2024-09-03T04:38:17Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugwq5Vdzm0klo7O14654AaABAg,pijEZbZemUM,@nachopomares,vaya puto jefe xD,2024-09-02T19:46:42Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgywAXoCiXqN3j_rjFd4AaABAg,pijEZbZemUM,@fabiolous70,Curved display?,2024-08-31T15:17:17Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzNr0eBCH0czZAH9id4AaABAg,pijEZbZemUM,@bodrulm1,That camera module makes the phone butt ugly. What a shame,2024-08-29T22:36:30Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxISOD_AiVOFw9XInN4AaABAg,pijEZbZemUM,@Chets,which game is that at 4:10 gun game,2024-08-29T10:31:18Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwpRZnBDAla7FUX6gd4AaABAg,pijEZbZemUM,@corylim7351,Did they fix the software for PC use? I have a one plus 7 and I swear to God it's useless if I just want to put pictures on my PC.,2024-08-28T13:50:27Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugy8EvvwKqeediMHKi94AaABAg,pijEZbZemUM,@khimeshbhoskar9734,Its FLAT DISPLAY Or CURVED DISPLAY ?,2024-08-24T07:11:29Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugy8EvvwKqeediMHKi94AaABAg.A7WJKe0Tf_0A7qxd-AmDPm,pijEZbZemUM,@vijethrai4452,Curved,2024-09-01T16:56:27Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,Ugy8EvvwKqeediMHKi94AaABAg
UgxlaoktDDh03CctOzx4AaABAg,pijEZbZemUM,@zabianjones2614,Why are y'all the back camera's shot in low megapixels?,2024-08-19T16:55:40Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgynVpLXkRRrEDKus2N4AaABAg,pijEZbZemUM,@tiagov.mendes4422,OP8 had the best colors and finish. Time to get that back.,2024-08-17T19:58:11Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugw1Wy2xcUE0LmSs7GJ4AaABAg,pijEZbZemUM,@YuukiFukumitsu-f5l,hm this phone in philippine,2024-08-16T14:55:47Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugyn4qaYfqSvmbnr7PZ4AaABAg,pijEZbZemUM,@udayravan5268,Nothing new nothing good just a camera music gaming and fastness this what is new,2024-08-14T07:15:25Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxuDq_bwBg94YhppO54AaABAg,pijEZbZemUM,@Koalateatimes,Been looking for another phone to replace my aging S22 Ultra device. I may go for this one... But the Google Pixel 8 Pro is still calling my name.,2024-08-12T16:55:45Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwUwR6oHlYB1JpvvRR4AaABAg,pijEZbZemUM,@HungryEatNow,WTH the screen is curved in 2024...,2024-08-01T23:44:12Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwBS-7Mr5F209gKq3Z4AaABAg,pijEZbZemUM,@franciscagomez-cortes1088,"Having doubt about buying the oneplus 12, oneplus 12R or motorola edge 50 pro. I sometimes (mostly while commuting or traveling) play a nintendo emulator, Take a lot of photos and videos however i am not a pixelpeeper.

Which one do you recomend?",2024-07-25T19:38:39Z,1,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwBS-7Mr5F209gKq3Z4AaABAg.A6KOznJGP9WA7uGqhxDcNo,pijEZbZemUM,@Gmr239,OP 12,2024-09-02T23:50:48Z,2,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgwBS-7Mr5F209gKq3Z4AaABAg
UgxtuwQzSELYCzsUqsl4AaABAg,pijEZbZemUM,@kmrjt1,"I really love my Oneplus 12. It's fast,  UI is smooth as silk, absolutely no bloatware, works like a beast with all the multitasking I do on it, great display with good visibility outdoors, excellent RAM management, superb battery backup that lasts all day and has never let me down. Camera is decent too, works for my purpose. I own the Galaxy s23 ultra as well but use OP 12 as my primary phone as I absolutely love it!",2024-07-25T19:06:44Z,120,11,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxtuwQzSELYCzsUqsl4AaABAg.A6KLKzk9ZbpA6YVLSBTGiI,pijEZbZemUM,@lcssbr,"It has more than 100 apps I consider bloatware, but that's untill good custom roms get available.",2024-07-31T07:03:32Z,6,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxtuwQzSELYCzsUqsl4AaABAg
UgxtuwQzSELYCzsUqsl4AaABAg.A6KLKzk9ZbpA8O151KdIq6,pijEZbZemUM,@AhmadCryptoCommunity,"The Line issue in one plus Mobiles pannels after updating software, so it is safe to buy one plus 12?",2024-09-14T22:29:32Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxtuwQzSELYCzsUqsl4AaABAg
UgxtuwQzSELYCzsUqsl4AaABAg.A6KLKzk9ZbpA8P95SdF2hj,pijEZbZemUM,@osoifamf,@@AhmadCryptoCommunitythat’s why I returned mines … in fear of that … other than that … the phones absolutely amazing,2024-09-15T08:58:44Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxtuwQzSELYCzsUqsl4AaABAg
UgxtuwQzSELYCzsUqsl4AaABAg.A6KLKzk9ZbpA8xemh7xiCe,pijEZbZemUM,@meenayadav5922,"bro please help im going to buy one the two phones you own which would be the best for me 
By the way i don’t play games often",2024-09-29T03:57:49Z,2,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxtuwQzSELYCzsUqsl4AaABAg
UgxtuwQzSELYCzsUqsl4AaABAg.A6KLKzk9ZbpA97sccAn7PR,pijEZbZemUM,@DaMugix3,"​@@meenayadav5922 I bought it 2 months ago after my OnePlus 8 pro screen had a green line on it. 
The battery is amazing, listening to music is also very good. The only downside I can think about is the curvey screen, but that's just me. 

OnePlus phones are extremely durable in my opinion, my old one should've cracked a long time ago but it survived 4 years (that's a record).
Hope that helped 🙏🏻",2024-10-03T12:30:25Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxtuwQzSELYCzsUqsl4AaABAg
Ugy85HT_JNQVVMJbeZB4AaABAg,pijEZbZemUM,@eriquekun,"Can someone kindly explain to me where exactly the Samsung Galaxy S24 Ultra beats this phone 📱????
I'll be back",2024-07-22T18:40:30Z,2,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugy85HT_JNQVVMJbeZB4AaABAg.A6CZxG6pbPVA9Znylp5DIV,pijEZbZemUM,@cjjams7930,Maybe slightly on camera but really I think the 12 camera is sharp and nice does just fine,2024-10-14T08:48:29Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,Ugy85HT_JNQVVMJbeZB4AaABAg
UgxvB5yfiT-zC51Zxsp4AaABAg,pijEZbZemUM,@suvarghyadutta3835,"I keep hearing telephoto upto 3, but my friend's one plus shows it can give zooming way upto 8. Am I not reading it correctly please?",2024-07-13T08:10:19Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxvB5yfiT-zC51Zxsp4AaABAg.A5pGfni0zc7A631zu9ko77,pijEZbZemUM,@egamer1044,It's 3x optical but can go further with digital zoom which does not have the same quality as optical ones,2024-07-19T01:50:36Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxvB5yfiT-zC51Zxsp4AaABAg
UgzmltAmmV8Yq8hZRDV4AaABAg,pijEZbZemUM,@Zahidkhan-ts9uq,How to auto change fps. Mine is stuck to 120 even with auto refresh rate,2024-07-06T01:42:47Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwQDxuSomR4QycZCCt4AaABAg,pijEZbZemUM,@asisnil,why everyone sounds like a bot in this comment section,2024-06-30T06:03:47Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwARik4dSfQO_bZmmZ4AaABAg,pijEZbZemUM,@chakho8548,Another reviewer said that a user can set in a way that the right thumb and left thumb opens a different set of apps. Similar to switching users in windoes. I'm getting this phone for this feature and the aqua touch.,2024-06-28T06:24:43Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugz7IX35k4pnrJw5n4l4AaABAg,pijEZbZemUM,@JohnnyBg2905,"Meh, too much ""averages"" and ""goods"", some ""greats"" and not enough ""excellents"" for s flagship",2024-06-25T22:43:30Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugz3diRVjVspOQn9OBV4AaABAg,pijEZbZemUM,@DominicClifton,"I sent mine back for a refund, the clock on the lock screen and the notification shade is unusable because oneplus made a stupid decision to make the hour digits deep red when they are '1'.  Everyone is complaining about it, I went though the OnePlus support channels and this was the reply I received:

`I would like to kindly inform you that the red number 1 is a tribute to our brand, it's part of OnePlus logo. It always been red for number one in OnePlus clocks. Therefore, you can rest assured the clock is not broken. This is a default feature and it cannot be changed.`

My current phone is a OnePlus 3T, and it does not have an unreadable red clock.

Why no-one mentions this in reviews is beyond me as being able to quickly tell the time is basic functionality.  Community posted workarounds do not work.  I'm not rooting my phone and breaking my banking apps and google pay to try and fix it myself.",2024-06-25T13:39:03Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxrDEh8IXqAafAWRZ94AaABAg,pijEZbZemUM,@gudlutripathy3283,People r selling their S23ultra and S24ultra  to get the 0P12...Very strange...,2024-06-18T10:44:08Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxrDEh8IXqAafAWRZ94AaABAg.A4pAPUJSaNdA4qlEYSEWVc,pijEZbZemUM,@Legitti,"Who? I'd never get anothet OnePlus, software is a joke",2024-06-19T01:33:55Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxrDEh8IXqAafAWRZ94AaABAg
UgzJA26jT8mrs7fE4E14AaABAg,pijEZbZemUM,@GlytchedMatrix,PIXEL GUN MENTIONED 🗣️🔥🔥🔥 3:40,2024-06-15T13:15:58Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxXeYLgDm8jjZ4e27V4AaABAg,pijEZbZemUM,@ionutpeticaru942,Hello!  What about the Video 8K@24fp???,2024-06-03T18:25:50Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxXeYLgDm8jjZ4e27V4AaABAg.A4ENK1yKlflA6oErRGrR1a,pijEZbZemUM,@asta-s6o,Nobody needs function 8К,2024-08-06T19:06:35Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxXeYLgDm8jjZ4e27V4AaABAg
UgyiydOKCnVOvHhGog54AaABAg,pijEZbZemUM,@kyawlwinsoe1573,This phone is oxygen os?,2024-06-03T02:53:34Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzSmHKeSblPEH288ed4AaABAg,pijEZbZemUM,@Shifa379,I really want to upgrade to one plus 12 from 12 r and that too only because of the cameras. 💀 I don't know how.  I am just so disappointed.,2024-05-27T14:24:22Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwbWv2bKuwE5jGXeCh4AaABAg,pijEZbZemUM,@17sepp17,"My OnePlus 12, can film in 8k.
You didn't mention anything about that.
+ A few other details.
Otherwise good video 👍",2024-05-25T07:44:21Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyqN1HiqWEWKoB_2lZ4AaABAg,pijEZbZemUM,@BoRerunn,Does the IR blaster work on stereos and other smart appliances,2024-05-24T08:10:13Z,2,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyqN1HiqWEWKoB_2lZ4AaABAg.A3oWvLC7D9hA3uBKrPGUoj,pijEZbZemUM,@ismeticus,Yes it works on everything,2024-05-26T12:57:03Z,2,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgyqN1HiqWEWKoB_2lZ4AaABAg
UgxZcpIjxGGbQAJ57O14AaABAg,pijEZbZemUM,@kesatemediaከሣቴሚዲያ,Please give me this phone,2024-05-22T17:13:03Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxHApF2noNG-U6bNwV4AaABAg,pijEZbZemUM,@garrygalloway5043,I think that oneplus is back to their flagship status that they used to hold about 5/6 years ago. But they lost a lot of their previous customers.,2024-05-22T05:30:16Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgwzNYdwwIB_-mgzjD54AaABAg,pijEZbZemUM,@lowgoingman,Ip65 is not just the protection from splashes but also from water jets. Do your research,2024-05-01T08:36:03Z,3,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzskBePKkazIHNuyGR4AaABAg,pijEZbZemUM,@_Funonwheels,Ip 65 is a major letdown.,2024-04-29T18:49:46Z,4,2,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgzskBePKkazIHNuyGR4AaABAg.A2pIEWglVPAA2tLf9Nc11y,pijEZbZemUM,@lowgoingman,What are y'all doing with your phones. I never had the need to submerge my phone underwater,2024-05-01T08:36:42Z,13,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgzskBePKkazIHNuyGR4AaABAg
UgzskBePKkazIHNuyGR4AaABAg.A2pIEWglVPAA7znOleobfJ,pijEZbZemUM,@BDGon,"@@lowgoingman yeah ip65 is good enough I think, I only bring my phone into the bathroom and it would get splashes of water at worst.",2024-09-05T03:20:09Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgzskBePKkazIHNuyGR4AaABAg
UgxRkPkFJG8nihm7ej94AaABAg,pijEZbZemUM,@booowooow,In the philippines this price is fking insane from $799 in other country in ours $1250 🤣🤣,2024-04-19T04:34:38Z,3,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxCZfaFRQ7pkFMoFOB4AaABAg,pijEZbZemUM,@boynextdoor2008,that camera 🤮i think the best looking one was on the 7 Pro imo,2024-04-18T17:22:24Z,1,2,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxCZfaFRQ7pkFMoFOB4AaABAg.A2NoV9nCB_wA2tLl8IOg0K,pijEZbZemUM,@lowgoingman,Yeah... Lots of phones nowadays have these bulky ahh cameras. You just can't escape it.,2024-05-01T08:37:31Z,2,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxCZfaFRQ7pkFMoFOB4AaABAg
UgxCZfaFRQ7pkFMoFOB4AaABAg.A2NoV9nCB_wA39BWVq2M4X,pijEZbZemUM,@boynextdoor2008,@@lowgoingman ikr it's just insane,2024-05-07T21:35:05Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgxCZfaFRQ7pkFMoFOB4AaABAg
Ugyoqs7uOZZPcKEXg4h4AaABAg,pijEZbZemUM,@bryanaustin8362,"We need a follow up review, after 30 or 40 days of use. Anyone?",2024-04-15T16:43:01Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyKugXkVNW5IVlME8V4AaABAg,pijEZbZemUM,@marcustullius585,"GSMArena should also include the option for the display, curve screen or flat screen in the phone finder.",2024-04-13T15:23:36Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyESuw2SwyjEn7gjI54AaABAg,pijEZbZemUM,@EmperorStyleMilim,I wish oneplus will add curved and flat screen option,2024-04-13T09:14:57Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyVdkNE5pXGwwFceNh4AaABAg,pijEZbZemUM,@inpursuitofhappiness366,"03:16
Extremely glad that 'close all' option is available",2024-04-01T08:14:53Z,15,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgxHNaA-A1Bi-Rgdx0J4AaABAg,pijEZbZemUM,@jseh_,No 4k 60fps?,2024-03-29T02:15:18Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
Ugym4Qz-rGyJ1bhPshN4AaABAg,pijEZbZemUM,@syuhada..,Haritu g oppo store dia tunjuk oneplus ni sebab i cari find x. Dia kata find x tak masuk dah & oneplus ni sama dgn x series. Semua okay tapi tak minat bentuk kamera dia,2024-03-21T07:11:37Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyBLOXHqgtl4aA8oxN4AaABAg,pijEZbZemUM,@caky68,Do we live in ruZZia 🤔,2024-03-20T20:20:39Z,0,2,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgyBLOXHqgtl4aA8oxN4AaABAg.A1DSqI_HmtDA2tLp0pN6l8,pijEZbZemUM,@lowgoingman,Пососи,2024-05-01T08:38:03Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgyBLOXHqgtl4aA8oxN4AaABAg
UgyBLOXHqgtl4aA8oxN4AaABAg.A1DSqI_HmtDA2tMGY_J6mi,pijEZbZemUM,@lowgoingman,"Это Болгария, клоун",2024-05-01T08:41:56Z,0,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgyBLOXHqgtl4aA8oxN4AaABAg
UgylN64Q2bgCdKyW3o54AaABAg,pijEZbZemUM,@zenaiharmanharmain807,"Can you recommend me a phone thats kinda an alternative of OnePlus 12  that's is so very smooth if you don't mind

I mainly use a phone for 
productivity
Camera
Gaming",2024-03-12T08:27:02Z,0,1,OnePlus 12 full review,GSMArena Official,OnePlus 12,
UgylN64Q2bgCdKyW3o54AaABAg.A0s_o_TpLmZA2tMhQkeNLc,pijEZbZemUM,@lowgoingman,The main alternative would be iqoo 12,2024-05-01T08:45:45Z,1,0,OnePlus 12 full review,GSMArena Official,OnePlus 12,UgylN64Q2bgCdKyW3o54AaABAg
