comment_id,video_id,author,text,published_at,like_count,reply_count,video_title,channel_title,phone_model,parent_id
UgwqOihojmzGFfyTLCx4AaABAg,cBpGq-vDr2Y,@rebeccakalyani2486,"It’s funny, I have the iPhone 13 Pro Max and I’m upgrading on Monday to the 15 pro. I know it’s a year old now. But I still feel excited for the updates that you are talking about. I actually think I will enjoy the lighter phone and even the smaller screen.
 Even though I need to buy some type C cables, I think that will be helpful.  My Meta glasses,  GoPro and MacBook all charged with the same cable.",2025-01-24T11:39:13Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwuISUSlqb8bDe4yEd4AaABAg,cBpGq-vDr2Y,@Kendolestate,Pls I need this iPhone. Who would like to buy for me?😊❤,2025-01-12T17:08:57Z,1,1,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwuISUSlqb8bDe4yEd4AaABAg.ADCRn2tNGogADbS3hcaoYj,cBpGq-vDr2Y,@LazerMonarch,No one 😂,2025-01-22T19:31:37Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgwuISUSlqb8bDe4yEd4AaABAg
UgyYOnjXdOo-YfO3o3d4AaABAg,cBpGq-vDr2Y,@DannyHoward-c1d,"Y’all know what this man is right this man tell the truth on everything think about it. You spending more money for what all iPhones and androids do the same damn thing excuse my language talk text and take pictures for the people who got a lot of money so yeah, the people trying to get this phone Save up or just keep the same phone you have you decide I listen to you and I hope people will too. Y’all think your phone can save the world. It’s not talk text that’s it. Save your money for your beautiful kids your wife, your girlfriend whoever stop buying these iPhones. It’s still the same happy new year God blessno disrespect.",2025-01-10T00:33:03Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxT7yTaDX6r9I-Fn_J4AaABAg,cBpGq-vDr2Y,@jimmyjones9265,Apple should bring back the sidekick design from T-Mobile and use that new I phone 😊,2025-01-09T19:51:59Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzDMK0PlM5f_HnQssx4AaABAg,cBpGq-vDr2Y,@Plumppyyy,oh my god the hindi dubbing is awful please dont use it scared the crap out of me,2025-01-06T15:26:45Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxE1GfpVcnzv9x1nQZ4AaABAg,cBpGq-vDr2Y,@MrDerekLS,"Says the dude who drives a 911...., 🤦🏻🤦🏻 fake content creator",2025-01-05T11:44:06Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzWufze1w4QnPIkDOl4AaABAg,cBpGq-vDr2Y,@jakejohnston5276,"Going from a iphone X to a 15 pro, so excited!",2024-12-31T18:27:43Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugyu8lWZe0LHZ1nd7pR4AaABAg,cBpGq-vDr2Y,@Leolikegames,S24+ or this or 15+,2024-12-30T12:15:28Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyRL-oqf9HcfAR_5CZ4AaABAg,cBpGq-vDr2Y,@cavemanproductions366,Samsung had usb 3 10 years ago,2024-12-28T21:01:20Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugy7QJNKhnsat9KIxdB4AaABAg,cBpGq-vDr2Y,@JKHYT,"Marques says they didn't do anything with USB-C except ""one cable for everything""... but then he immediately lists like 5 new capabilities that are enabled by USB-C: reverse charging, USB peripherals, screen mirroring, record to external storage, faster data transfer. So it's not just ""one cable for everything"" there's a bunch of new stuff you can do now.",2024-12-28T18:32:35Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxyuFSGtqEP8xmzGAN4AaABAg,cBpGq-vDr2Y,@muhammed-1426,"5:06, is the C shaped Light on the background intentional? XD",2024-12-27T11:39:50Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxRkacW3Xux5Miwu8l4AaABAg,cBpGq-vDr2Y,@EXR1USS,A have an xs max and the battery 🔋 is changed and its so bad the screen is broken too so thats why im gonna upgrade,2024-12-21T08:15:05Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwGjZ1qX48fpnSHMkh4AaABAg,cBpGq-vDr2Y,@NoInternet215,IM GETTIN THE 15 PRO FOR CHRISTMAS!,2024-12-14T21:15:23Z,2,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyVorsiUImfIhl8rPh4AaABAg,cBpGq-vDr2Y,@Zeotheman01,Is the overheating and battery problem still an issue because idk If I should get the 15 pro or 15pro max.,2024-12-11T05:11:36Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyEXeuZIJIRFHJ4-oR4AaABAg,cBpGq-vDr2Y,@talhamukaddam5597,Love your videos!! What Apple Watch band is he wearing?,2024-12-09T22:05:07Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugw6WE-F7YIwEQqDkT54AaABAg,cBpGq-vDr2Y,@jamesonyendrembam379,""" C """,2024-12-08T02:07:10Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugxe34kLBJ1xf58kCBd4AaABAg,cBpGq-vDr2Y,@thetattooedguy1413,"I know I’m late and I’ve had a iPhone 15 but I’m jumping to 15 Pro. I want the 120hz, and the little bit more ram, and the camera “should be a little better” - the iPhone 15 isn’t bad but it hasn’t been that EPIC either. Maybe it’s just my service also. I have visible service and it was great the first month then kinda fell off. Even at my house the WiFi SUCKS ASS ( and it’s Xfinity ) and I can’t get my phone to load pics. I don’t know what’s up! If I don’t dig the 15 pro then I’ll send it back. But I’m hoping I do and then I’ll sell my 15 for like $400 and recoup some $$$ since the battery is still at 100%",2024-12-07T20:41:03Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzqeLqyUoFYeMj7Qm14AaABAg,cBpGq-vDr2Y,@MagMirror,"Love the energy in this video! MagMirror could be a perfect addition to your setup, offering real-time screen mirroring for precise framing and versatile LED lighting to elevate your visuals. Its portable design and built-in power bank make it a great tool for creators who are always on the go. Keep up the amazing work!",2024-12-05T07:38:19Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzjzVZNarRshZ_7Qe94AaABAg,cBpGq-vDr2Y,@MrBloodwing,is it whort to level up to 15 pro if i have a 13,2024-11-30T17:51:47Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxhWPGeTniW4fufw0B4AaABAg,cBpGq-vDr2Y,@jeager_07,"Ok , but i dont want hindi audio  in this video.",2024-11-28T19:51:42Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgymLgsUFi4scNnQZGR4AaABAg,cBpGq-vDr2Y,@adaugoasugha1985,"my mind is saying i can have it o
but my acct is saying no way 😢 am a lover of Iphone",2024-11-26T23:05:46Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxcXpTZwvQPyveny1h4AaABAg,cBpGq-vDr2Y,@p.r.e.p.p.y_vlogs_5313,I just purchased one and have seen this article when already purchased so wondering if the overheating is still an issue in November 2024 or has this been solved by a software update,2024-11-26T18:43:36Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzKG_DsOdhf8TxdtAp4AaABAg,cBpGq-vDr2Y,@ikarazokpe,The 15 pro or the 15 pro max which is better to get?,2024-11-26T08:06:47Z,0,6,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzKG_DsOdhf8TxdtAp4AaABAg.ABISNysrhfuABaL9X7x_W3,cBpGq-vDr2Y,@Holt333,How big of a screen do you want? I shoot vids and take a lot of pics on my phone so I went for the pro max but they operate the same,2024-12-03T16:09:13Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgzKG_DsOdhf8TxdtAp4AaABAg
UgzKG_DsOdhf8TxdtAp4AaABAg.ABISNysrhfuABaO9Cf-9QR,cBpGq-vDr2Y,@ikarazokpe,@ well currently I use the iPhone 10r(xr) and it’s almost same size with the 15pro or let me say a bit bigger so I’m thinking of getting a bigger screen just to know what it feels like.,2024-12-03T16:35:23Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgzKG_DsOdhf8TxdtAp4AaABAg
UgzKG_DsOdhf8TxdtAp4AaABAg.ABISNysrhfuABaODPNSY36,cBpGq-vDr2Y,@ikarazokpe,So I what to know what’s your opinion on the two phones and which is better to get?,2024-12-03T16:35:58Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgzKG_DsOdhf8TxdtAp4AaABAg
UgzKG_DsOdhf8TxdtAp4AaABAg.ABISNysrhfuABaObg2qewJ,cBpGq-vDr2Y,@Holt333,@@ikarazokpe with what you said def the max. I had the 10se and went for the max. It’s been trimmed down a lot and much lighter. I have the blue but the titanium grey is where it’s at especiallly if you go case less,2024-12-03T16:39:25Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgzKG_DsOdhf8TxdtAp4AaABAg
UgzKG_DsOdhf8TxdtAp4AaABAg.ABISNysrhfuABaTvLNv4_7,cBpGq-vDr2Y,@ikarazokpe,@@Holt333 blue or natural titanium is a colour I look forward to getting. I would drop a text here when I do get it. Thanks,2024-12-03T17:25:47Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgzKG_DsOdhf8TxdtAp4AaABAg
UgxtYoSIJOKvOlvt57R4AaABAg,cBpGq-vDr2Y,@BkazG,Guys he talks about this porche so much he def wants one,2024-11-23T23:28:00Z,0,1,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxtYoSIJOKvOlvt57R4AaABAg.ABCNQZjhenyABKN1ldAoLa,cBpGq-vDr2Y,@a-lens,he has one,2024-11-27T01:58:33Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgxtYoSIJOKvOlvt57R4AaABAg
Ugw_RatHKYAPkPf7iGZ4AaABAg,cBpGq-vDr2Y,@phirrismolip,"""very slightly better"" 😂",2024-11-23T17:29:34Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzHQPt5HugCb4_3Qj94AaABAg,cBpGq-vDr2Y,@KevinP32270,Thanks ❤,2024-11-22T04:45:20Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugy7NWc4zIyXJY4sO1R4AaABAg,cBpGq-vDr2Y,@jacks1bonnielass,"Here in 2024 😆 
I have an iPhone 11, battery is trash at this point so I’m making sure to upgrade to this one instead of the 16 since it’s cheaper 😊 can’t wait for the new camera cuz I know the 15 pro cam is def better than the 11 💞",2024-11-21T20:18:37Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzU4eL2ecOMA_1sn_l4AaABAg,cBpGq-vDr2Y,@drewandrew1486,"As you got older?❌

As you got richer😂✅",2024-11-15T11:38:12Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwQDxZ_skZ_9_d5RaN4AaABAg,cBpGq-vDr2Y,@hellraiser666666,11:54 - thats the cia-data-dump (CDD). a quick sync with their servers just to be up to date with your data. prove me wrong.,2024-11-14T17:27:02Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyhlfYa_KGoijxesVR4AaABAg,cBpGq-vDr2Y,@Prankster-inc,bought an iPhone 10 XR MAX today I'm so happy to be part of the apple family,2024-11-05T10:47:04Z,0,1,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyhlfYa_KGoijxesVR4AaABAg.AASf1W-NwpHAAwYZdVYwOi,cBpGq-vDr2Y,@OrengarMK3,Xr max doesn't exisr,2024-11-17T10:38:17Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,UgyhlfYa_KGoijxesVR4AaABAg
Ugz4zbCDn_jYFus1nD94AaABAg,cBpGq-vDr2Y,@TMayito,"Me sorprende como la gente se emociona por algo tan sencillo o con disque mejoras, bro eso lo tienen todos los telefonos desde hace 15 años...",2024-11-03T19:59:55Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyZyFk-seJ-N5u7TjV4AaABAg,cBpGq-vDr2Y,@nicopetri9939,"Where can I get your trail loop band for the ultra you have in this video all white? Many thanks, Nico",2024-11-02T19:19:43Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyLXYRcwtFTNY0ymWt4AaABAg,cBpGq-vDr2Y,@camilorosas2463,"Que si bro, que ya sabemos que te compraste un Porsche",2024-10-23T21:00:41Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwQF-oR0HKczOiq2Zx4AaABAg,cBpGq-vDr2Y,@joya3570,"Mine just died on me 4days ago, only had it for 8months.

Was in a middle of a video call, tried to check time. The screen was On but tried swiping tapped on it doesn’t work but buttons still work we tried hard reset, recovery mode with mac while apple support was assisting us. (my housemates helped me)

phone was in a immaculate state, not even a scratch or never even got wet.

Paid for express replacement which they advertise 3-5 days will replace it give you a brand new one right? then now after i paid the holding amount same price for a brand new one, went to Australia Post ahead and deliver the old phone to them.

Then today i was asking for update they reminded me again yes, 3 to 5 days, then just 5hours ago they sent me a email bomb ohh hey were very sorry we don’t have any stock in whole Australia will send it by November 4th.
AMAZING Experience from apple.

it’s my first iPhone by the way always been a Samsung user but never had experience like this.

planning to sell the one they would replace me and go back to Samsung.

case closed.",2024-10-16T10:33:17Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugy1zBqOj41KIE2qrNd4AaABAg,cBpGq-vDr2Y,@sreevijayy,One day🥲❤️,2024-10-11T16:23:27Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgynQPbHrLD6qhHlmPJ4AaABAg,cBpGq-vDr2Y,@Steve5-times,Thought this was the 16 Pro😓,2024-10-09T21:47:56Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwMsJmhtwcQ-1co3554AaABAg,cBpGq-vDr2Y,@szvfrvn,I always use iPhones until they start to work badly and by models it was 8plus to 13 and now 13 to 15pro I see no sense into going to 16/16pro right now,2024-10-08T10:26:08Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyNeIdhWbq4ihI5QtF4AaABAg,cBpGq-vDr2Y,@E11or,Yes people expect way to much of a change over 1years. Smartphones are almost 20yrs old obviously progress and innovation will slow down,2024-10-03T19:46:29Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugw9_88_b9Z5gaOF3mJ4AaABAg,cBpGq-vDr2Y,@sauhaardvalecha,5x telephoto came to 16 pro! Amazing how MKBHD bet his life for this XD,2024-10-01T15:43:01Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxB0XzliWcg2z4jt214AaABAg,cBpGq-vDr2Y,@Techmej,Rewatching this on my 15 Pro Max to convince myself that the 16 ain’t worth it,2024-09-29T20:09:38Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugz9aHai9LPZglUxOqV4AaABAg,cBpGq-vDr2Y,@RMsteelerfan7,"I have a question about upgrading…
Read below for more info ⬇️

So basically I have an iPhone SE Gen 2 (2020) right now with horrible battery life and it feels very dated. I would like to upgrade potentially to an iPhone 15 Pro or iPhone 16 Pro (I need at least a pro for the camera stuff, I’m heavy in photography) any suggestions on how to score on a lot cheaper? They’re extremely expensive and I am not made of money lol..thanks!",2024-09-29T15:14:28Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgyvwhRR7jKZ7wwepuh4AaABAg,cBpGq-vDr2Y,@johnrolandtorrento,I'm here for MKBHD's production team. Mainly the one who did the montage for this review!! Superb!,2024-09-29T04:54:56Z,2,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugy0cKwZqkIq6HUwHGd4AaABAg,cBpGq-vDr2Y,@johannbereaux2993,I would say it depends on what phone you have. I’m on a iPhone 12 p max. That faulty.,2024-09-27T11:55:54Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwetdsJ86bOAeMs11B4AaABAg,cBpGq-vDr2Y,@ayssarsallal,My iPhone 15 pro automatically stops charging because it OVERHEATS when charging,2024-09-26T04:55:16Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgynsFG1SRG7-K1CZql4AaABAg,cBpGq-vDr2Y,@Bylug706,I had the 13 and the Apple conspiracy is truth. My phone started to become slow and unresponsive at times. I use the beta updates and it got worst.,2024-09-25T17:41:47Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgxSoU8iu7MunFQCRkh4AaABAg,cBpGq-vDr2Y,@_DreamzGaming,one of my favourite intros,2024-09-25T10:42:39Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzYlpOZWsnWluN4QTh4AaABAg,cBpGq-vDr2Y,@michaels8607,"I'm good when i bought some actual cameras  instead of buying the SAME,same,same phone,every year for 344 years..",2024-09-24T23:35:52Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugxv1E47oylVdVyOy1l4AaABAg,cBpGq-vDr2Y,@itstrevorstone,You didn’t have to go that hard for the intro man holllyyyy 🥵,2024-09-24T20:24:55Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgwOe2I3Ry60jKJ7gPJ4AaABAg,cBpGq-vDr2Y,@JankoviCCreative,18:35 and you've won the bet :D,2024-09-24T17:16:58Z,1,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
Ugxl3LqF4-GMD-OLwFp4AaABAg,cBpGq-vDr2Y,@Zero_Omega_ZX,just picked up one of these on sale awesome review man!  earned a sub!,2024-09-24T15:01:28Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzEfGZExEihKMyJlcV4AaABAg,cBpGq-vDr2Y,@plupluplutus,you appreciate a porsche if you cannot afford a lambo ;),2024-09-24T10:55:45Z,0,0,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
UgzKAMn5knSFtLewDqd4AaABAg,cBpGq-vDr2Y,@aitch321,Am I dump or is it the iphone 16 pro in 22:25. it has the camera capture button. It shouldnt be there on the 15 pro right??,2024-09-23T18:43:08Z,0,2,"iPhone 15 Pro Review: The Good, The Bad, &amp; The Ugly!",Marques Brownlee,iPhone 15 Pro,
